WORD	CLUSTER_ID
zoomata	0
jpeg	0
netti|sivusto	0
image	0
rekisteröityneille	0
Edit	0
julkaisu|vapaa	0
Security	0
WLAN	0
luonti	0
äänen|laatu	0
internet|sivusto	0
px	0
pdf|tiedosto	0
Facebookista	0
stereo	0
Symbian	0
faksi	0
verkko|kauppa|amme	0
osoite|tieto	0
näkyville	0
videokuva	0
moderaattori	0
luku|aika	0
paino|tuote	0
haku|kenttä	0
myynti|signaali	0
media|tila	0
liite|tiedosto	0
dia	0
postitus	0
Pixmacin	0
ala|laita	0
rajoittamaton	0
talous|uutinen	0
Excel	0
jäsen|kortti	0
tavu	0
yhteisö|palvelu	0
tarjous|koodi|amme	0
verkko|yhteys	0
kuvan|käsittely	0
sähkö|posti|lista	0
posti|ennakko	0
chatti	0
parametri	0
IBM	0
multimedia	0
laatija	0
tunnistautua	0
blogi|merkintä	0
pankki|kortti	0
lukitus	0
skanneri	0
toimitus|kulu	0
tili|numero	0
cd	0
markkinoija	0
laite|valmistaja	0
Amazon	0
hakkeri	0
projektori	0
trackback	0
OmaEtuovi	0
tuote|tieto	0
Ctrl	0
manuaali	0
järjestelmäkamera	0
osamaksu	0
Digilehteä	0
testaaja	0
Mpix	0
Huom	0
ID	0
suodatus	0
laajakaista|yhteys	0
osamaksu|vaihto|ehto	0
verkko|julkaisu	0
muisti|tikku	0
ilmoittautumis|lomake	0
verkko|media|myynti	0
Oracle	0
tv|kanava	0
taitto	0
päiväys	0
YouTube	0
org	0
LG	0
asia|sana	0
moninpeli	0
posti|maksu	0
luku|laite	0
koordinaatti	0
algoritmi	0
manuaalisesti	0
linkitys	0
sanoma|konserni	0
koti|sivu|ilta	0
Store	0
muste|patruuna	0
lähi|verkko	0
tili|siirto	0
mokkula	0
keskustelu|sivu	0
Osta|nappi	0
kuponki	0
speksi	0
salaus	0
näppäillä	0
helppo|käyttö|isyys	0
Talentumin	0
reaali|aikaisesti	0
stä	0
meili	0
Osta	0
netti|palvelu	0
selaimella	0
Motorola	0
hinta|tieto	0
Playstation	0
osto|prosessi	0
Twitterin	0
käyttö|valmis	0
Premium	0
kaavake	0
haku|palvelu	0
pilvi|palvelu	0
flash	0
äänen|voimakkuus	0
Vistan	0
peruutus|sääntö	0
casino	0
AMD	0
aikuinen|viihde	0
Spotify	0
nano	0
viihde|palvelu	0
kello|taajuus	0
Cisco	0
giga	0
sää|asema	0
Troija	0
selaimessa	0
Manager	0
peli|tili	0
JPEG	0
mainos|kampanja	0
skannaus	0
aloitus|sivu	0
tieto|koni	0
näky|ohjain	0
ohjelmoija	0
enter	0
lumi|pupu	0
vahvistus|viesti	0
Ks	0
Tilt	0
internet|markkinointi	0
HTML	0
mega|bitti	0
paluu|posti	0
Professional	0
PDF|tiedosto	0
mappi	0
varmuus|kopiointi	0
ylä|palkki	0
Motorolan	0
editointi	0
Photoshop	0
kesto|tilaaja	0
tiedosto|muoto	0
virhe|ilmoitus	0
peli|kone	0
puhelin|palvelu	0
Itellan	0
IP	0
rekisteröityneiden	0
kauppa|paikka	0
reititin	0
selailu	0
uutuus|tuote	0
ylä|laita	0
Reader	0
pöytä|kone	0
näppis	0
majoitus|tyyppi	0
Kpl	0
tarjoushinta	0
verkko|pankki|tunnus	0
mainos|myynti	0
malline	0
käyttäjä|tili	0
Rekisteröidy	0
synkronoida	0
käyttäjä|ystävällinen	0
koti|teatteri	0
pdf|muoto	0
toimitus|tapa	0
peli|raha	0
dna	0
uutis	0
protokolla	0
tarjous|koodi	0
arkistointi	0
applikaatio	0
Access	0
Facebookia	0
tiketti	0
yleis|impi	0
Amazonin	0
OVH	0
vika|etsintä	0
printata	0
iTunes	0
EA	0
viite|numero	0
Suite	0
Joomla	0
F-Secure	0
JavaScript|tuki	0
blogi|isi	0
käyttäjä|nimi	0
Canal	0
Lotus	0
vapaa|valintainen	0
keno	0
html	0
uutinen|otsikko	0
puhelin|luettelo	0
väri|kasetti	0
ohje|vähittäis|hinta	0
PSP	0
Enterprise	0
vuosi|tilaus	0
video|pokeri	0
www	0
editori	0
tilaus|lomake	0
luotto|kunta	0
tutkimus|yhtiö	0
mobiili|palvelu	0
viesti|isi	0
verkko|sivusta	0
haku|toiminto	0
DVD|levy	0
Mail	0
aakkos|järjestys	0
uutis|palvelu	0
Maps	0
Virtual	0
syke|mittari	0
sigma	0
GSM	0
digitoida	0
krediitti|paketti	0
chat	0
zoomi	0
käyttäjä|ryhmä	0
vektori|piirros	0
AfterDawnin	0
korkea|resoluutio|tiedosto	0
Pixmac|hinta	0
vertainen|verkko	0
blackjack	0
tuote|paketti	0
Wiin	0
Facebook|ryhmä	0
tieto|kone|lehti	0
Electron	0
s|posti	0
CSS	0
käyttäjä|määrä	0
lanseeraus	0
linkki|lista	0
SEO	0
asiakas|lehti	0
verkko|yhteisö	0
tieto|turva|yhtiö	0
media|talo	0
dokumentaatio	0
Panasonic	0
koodaus	0
peli|valikoima	0
live|kuva	0
sivu|pohja	0
koti|kone	0
viiva|koodi	0
Bluetooth	0
ajastaa	0
Everest	0
haku|osuma	0
Storesta	0
Net	0
haku|ruutu	0
sisällys|luettelo	0
suojaamaton	0
yhteyden|otto|lomake	0
Exchange	0
Visual	0
elo|kuva|kalenteri	0
Skype	0
skripti	0
kuva|ruutu	0
mini|läppäri	0
google	0
uutinen|syöte	0
WLAN|verkko	0
testi|ryhmä	0
paperi|lehti	0
asiakas|rekisteri	0
liike|lahja	0
Playerin	0
IE	0
rss|syöte	0
verkko|lasku	0
gigantti	0
debian	0
ip|osoite	0
vakoilu|ohjelma	0
aika|jana	0
video|materiaali	0
Acrobat	0
Radeon	0
Gt	0
kuvan|käsittely|ohjelma	0
kirjasto|kortti	0
posti|osoite	0
GNU	0
TNS	0
MacBook	0
yhteen|sopiva	0
Active	0
facebook	0
varaus|vahvistus	0
tilaaja|lahja	0
tieto|viikko	0
palvelu|hakemisto	0
kartta|palvelu	0
digitaalisesti	0
pc	0
kuva|tiedosto	0
F-Securen	0
EOS	0
sähkö|posti|ohjelma	0
Chrome	0
laajakaista|liittymä	0
sisältö|tuottaja	0
torrent	0
llä	0
windows	0
Outlook	0
PlusTV	0
terävä|piirto	0
matka|puhelin|valmistaja	0
napauttaa	0
tekijä|oikeudellinen	0
iPadin	0
paikannus	0
raja|pinna	0
matka|puhelin|liittymä	0
sana|haku	0
multimedia|viesti	0
maksu|kortti	0
kesto|linkki	0
DS	0
pankki|tunnus	0
akku|kesto	0
netti|sivu|ilta	0
paluu|viite	0
pokeri|peli	0
Translate	0
Google|haku	0
Betsson	0
Flickr	0
rekisteri|numero	0
palvelu|numero	0
oletus|arvoinen	0
virus|torjunta	0
video|kuvaus	0
tallennus|tila	0
posti|numero	0
Source	0
paperi|versio	0
kt	0
varasto|tilanne	0
verkko|versio	0
pää|valikko	0
kuva|kaappaus	0
jakelu|kanava	0
puhelin|malli	0
perus|kanava	0
katalogi	0
Skypen	0
WWW|sivu	0
kaapeli|verkko	0
laser|tulostin	0
jäsen|kirje	0
tv|lähetys	0
Fujitsu	0
musiikki|kauppa	0
source	0
GeForce	0
leopardi	0
puhelin|lasku	0
selaimia	0
Ciscon	0
iPhonea	0
tieto|murto	0
jäljentää	0
ennakko|tilaus	0
ruksi	0
Wireless	0
kursori	0
hosting	0
ohjelma|tieto	0
hin	0
musiikki|soitin	0
pää|sivu	0
Analytics	0
videotykki	0
tunnistua	0
URL	0
layout	0
kanava|valikoima	0
esittely|video	0
ohjelmointi|kieli	0
oheis|laite	0
kampanja|tarjous	0
ibm	0
online|kasino	0
web|hotelli	0
kanava|paketti	0
selaimessasi	0
digilehden	0
puhe|aika	0
kopio|suojaus	0
apu|ohjelma	0
kuva-arkisto	0
laskin	0
Jobsin	0
tieto|suoja|käytäntö	0
peli|automaatti	0
musiikki|kappale	0
ohjelmisto|päivitys	0
attribuutti	0
asennus|ohje	0
levy|tila	0
keskustelu|ryhmä	0
PHP	0
huone	1
internet|yhteys	1
kylpy|huone	1
suihku	1
vierashuone	1
hiusten|kuivaaja	1
sanomalehti	1
työ|pöytä	1
tallelokero	1
lauta	1
vuode	1
ilmastointi	1
ilmastoida	1
mukavuus	1
mini|baari	1
siivous|palvelu	1
teen|keitin	1
silitys|rauta	1
hygienia|tuote	1
mikroaalto|uuni	1
ilmaistoidussa	1
lisä|vuode	1
satelliitti|kanava	1
kaapeli|kanava	1
herätys|soitto	1
suora|valinta|puhelin	1
kylpy|takki	1
amme|yhdistelmä	1
takuu|maksu	1
kylpy|amme	1
meikkaus	1
taulu|tele|visio	1
paikallis|puhelu	1
Attribution-Noncommercial-Share	1
vuode|vaate	1
kello|radio	1
parran|ajo|peili	1
vastaaja|palvelu	1
kalustaa	1
käsi|suihku	1
tele|visio|palvelu	1
pimennys|verho	1
wc	1
ergonominen	1
DVD|soitin	1
LCD|tele|visio	1
tohveli	1
TV|Internet|yhteys	1
astian|pesu|kone	1
allergia|testata	1
bidee	1
sviitti	1
buffet|aamiainen	1
vauva|sänky	1
ilmasto|itu	1
pullo|vesi	1
Wi-Fi	1
tuumainen	1
vuoro|kausi|hinta	1
CD|soitin	1
kahvin|keitin	1
lisä|pyyhe	1
designer|hygienia|tuote	1
WC	1
kuivaus|rumpu	1
ruokailu|väline	1
liina|vaatteet	1
liesi|tuuletin	1
huone|kuvaus	1
kirjoitus|pöytä	1
elo|kuva|kanava	1
veden|keitin	1
oleskelu|alue	1
kaapeli|tv	1
huone|toive	1
Hoteln	1
turndown|palvelu	1
katto|tuuletin	1
ateria|ohjelma	1
videopeli|konsoli	1
keitto|nurkkaus	1
untuva|selkä|tuki	1
javascripttuki	1
aamiainen|maksu	1
taulu|tv	1
olla	2
ja	2
se	2
ei	2
joka	2
tämä	2
että	2
voida	2
tai	2
myös	2
hän	2
mikä	2
kaikki	2
muu	2
kuin	2
oma	2
vain	2
itse	2
asia	2
mukaan	2
haluta	2
sinä	2
suuri	2
ihminen	2
antaa	2
mikään	2
osa	2
sama	2
toimia	2
kuitenkin	2
tieto	2
mieli	2
moni	2
tarvita	2
kertoa	2
lapsi	2
koska	2
sanoa	2
miten	2
kuulua	2
tapa	2
eri	2
kuten	2
valita	2
yhteys	2
maa|ilma	2
elämä	2
saattaa	2
liittyä	2
apu	2
suomalainen	2
tärkeä	2
näin	2
tuoda	2
enemmän	2
jokainen	2
kommentti	2
sellainen	2
nainen	2
kautta	2
tarkoittaa	2
tapahtua	2
syy	2
vastata	2
erilainen	2
nuori	2
ilman	2
tila	2
oikea	2
jopa	2
niisi	2
ongelma	2
vaatia	2
mahdollisuus	2
auttaa	2
muuttaa	2
tilanne	2
kuinka	2
usein	2
vaikuttaa	2
puhua	2
syntyä	2
usea	2
kysymys	2
vai	2
esittää	2
uskoa	2
luoda	2
henkilö	2
pystyä	2
miksi	2
raha	2
yleensä	2
jotta	2
tuntea	2
erittäin	2
ajatella	2
aihe	2
edelleen	2
ymmärtää	2
väli	2
tarkoitus	2
sana	2
jakaa	2
kieli	2
kukaan	2
todeta	2
koskaan	2
kokemus	2
tällainen	2
oppia	2
elää	2
yleinen	2
täysin	2
tapaus	2
muuttua	2
mainita	2
vaikea	2
kyse	2
keskustelu	2
joukko	2
samalla	2
huomio	2
kuitenkaan	2
ryhmä	2
ajatus	2
kuvata	2
vuoksi	2
käsitellä	2
erityisesti	2
johtaa	2
pidetä	2
mikäli	2
pyrkiä	2
kokea	2
käytäntö	2
huono	2
joko	2
laaja	2
takia	2
helposti	2
paha	2
voima	2
henki	2
yhtä	2
siksi	2
perustua	2
Jumala	2
tekeminen	2
tietty	2
osoittaa	2
muoto	2
tulevaisuus	2
tahansa	2
yhteinen	2
tutkia	2
vaikutus	2
parempi	2
eräs	2
tuleva	2
johtua	2
entinen	2
sijaan	2
kutsua	2
uudelleen	2
puuttua	2
tekijä	2
historia	2
vastaus	2
arvo	2
luokka	2
ainoa	2
keskittyä	2
kanna	2
media	2
toki	2
ero	2
asettaa	2
kirjoitus	2
kuolla	2
merkitys	2
yhä	2
toisaalta	2
asema	2
paremmin	2
varsin	2
suhde	2
vapaa	2
huolimatta	2
tavallinen	2
vastuu	2
kiinnostaa	2
idea	2
vertailla	2
ainoastaan	2
vahva	2
kyseinen	2
saavuttaa	2
yhteis|kunta	2
vanhempi	2
valinta	2
erityinen	2
yhdistää	2
ohjata	2
selvittää	2
tunne	2
lähinnä	2
kulttuuri	2
toimi	2
etu	2
avoin	2
todellinen	2
merkitä	2
yhteisö	2
mieli|pide	2
estää	2
selvä	2
kehittyä	2
esi|merkki	2
ikä	2
vahvistaa	2
kieltää	2
kantaa	2
virallinen	2
kirjoittaja	2
kokonaisuus	2
luonto	2
sosiaalinen	2
aikuinen	2
valo	2
kokonaan	2
raja	2
teko	2
laji	2
jos|ei	2
suomi	2
paitsi	2
pelkkä	2
sydän	2
nykyään	2
lukija	2
keskustella	2
myötä	2
sääntö	2
kiinnostua	2
selvästi	2
vähemmän	2
henkilö|kohtainen	2
palvella	2
eniten	2
eläin	2
samoin	2
aikainen	2
varsinainen	2
haaste	2
muodostaa	2
virhe	2
tällöin	2
keino	2
edustaa	2
kohdata	2
puolesta	2
väärä	2
suunnitelma	2
havaita	2
välttämättä	2
tausta	2
esille	2
pohtia	2
näkö|kulma	2
kukin	2
muistuttaa	2
rakkaus	2
täydellinen	2
menettää	2
epäillä	2
opettaa	2
kommentoida	2
taito	2
suhteen	2
puhe	2
etenkin	2
ratkaista	2
periaate	2
seuraus	2
linja	2
rakastaa	2
toimittaja	2
säilyttää	2
väittää	2
huoli	2
hallita	2
tunnistaa	2
rooli	2
puhdas	2
yksinkertainen	2
vaikkapa	2
puolestaan	2
herättää	2
määritellä	2
jatkuvasti	2
samanlainen	2
kuolema	2
muodostua	2
sanoma	2
esiin	2
arki	2
kääntää	2
ryhtyä	2
välittää	2
millainen	2
kärsiä	2
yksittäinen	2
palauttaa	2
pelkästään	2
jne	2
yhteen	2
voimakas	2
selkeä	2
lähde	2
kohtaan	2
luonne	2
piiri	2
hyöty	2
levitä	2
aktiivinen	2
kuvitella	2
valitettavasti	2
välttää	2
palaute	2
suhtautua	2
toteutua	2
heikko	2
pyhä	2
tuskin	2
järjestys	2
arvostaa	2
toive	2
sallia	2
luopua	2
säilyä	2
näkemys	2
lukeminen	2
viitata	2
tarkastella	2
totuus	2
yksilö	2
korostaa	2
sisäinen	2
mahdollisesti	2
ansaita	2
todellisuus	2
tiukka	2
kyetä	2
perustella	2
parhaiten	2
positiivinen	2
toisin	2
selittää	2
nykyisin	2
toistaiseksi	2
käsitys	2
paljastaa	2
ilmiö	2
terve	2
purkaa	2
luottaa	2
puute	2
vuosikymmen	2
ase	2
toden|näköisesti	2
kanta	2
valtava	2
menestys	2
uskonto	2
menestyä	2
loppu|tulos	2
tappaa	2
erota	2
kyky	2
vakava	2
poiketa	2
taho	2
suosia	2
lain	2
yllä	2
mahdoton	2
muualla	2
sitoutua	2
syvä	2
tuomita	2
oleva	2
jumala	2
erottaa	2
hyötyä	2
nimen|omaan	2
pää|asia	2
nimetä	2
läheinen	2
ilmetä	2
Jeesus	2
osapuoli	2
pelastaa	2
yleisesti	2
rikkoa	2
pelko	2
peljätä	2
jonkinlainen	2
kaikkein	2
luonnollinen	2
olettaa	2
kaltainen	2
ilmaista	2
ulkopuolella	2
valittaa	2
sitoa	2
kohdistua	2
harvinainen	2
tarkemmin	2
käsittää	2
tiede	2
ulko|puolinen	2
harjoittaa	2
todistaa	2
pääsy	2
levittää	2
harkita	2
vapaus	2
enempi	2
fyysinen	2
asenne	2
otsikko	2
harva	2
suku	2
henkinen	2
järkevä	2
välittömästi	2
väärin	2
vaarallinen	2
arvokas	2
vaara	2
uhri	2
kumpikin	2
tuhota	2
jeesus	2
hyödyllinen	2
jatkuva	2
usko	2
odotus	2
käsite	2
keskenään	2
tahto	2
luonnollisesti	2
julkisuus	2
teoria	2
väline	2
väki|valta	2
uhata	2
suku|polvi	2
neuvo	2
osittain	2
kannustaa	2
älykäs	2
julkisesti	2
vaikeus	2
selkeästi	2
tyypillinen	2
halu	2
tuolloin	2
järki	2
historiallinen	2
yhteis|kunnallinen	2
huom	2
olennainen	2
sinänsä	2
toivo	2
köyhä	2
lähtö|kohta	2
tarpeellinen	2
ajattelu	2
Kristus	2
rotu	2
tunnustaa	2
alku|perä	2
osoittautua	2
useimmiten	2
pakottaa	2
häiritä	2
elävä	2
lopullinen	2
Raamattu	2
kiinnostus	2
perinne	2
yksinkertaisesti	2
kumppani	2
seikka	2
yhdistyä	2
kirje	2
syyttää	2
tulkinta	2
enempää	2
vahvasti	2
pakollinen	2
huonosti	2
piirre	2
tulkita	2
arvoinen	2
vastaanottaa	2
monenlainen	2
kenties	2
vapaasti	2
itsenäinen	2
herkkä	2
poikkeus	2
tuntematon	2
kunnioittaa	2
itsestään	2
vapauttaa	2
lailla	2
riippuma	2
muutoin	2
seksi	2
omata	2
tieteellinen	2
pitkälle	2
luultavasti	2
asettua	2
synnyttää	2
välttämätön	2
havainto	2
tosi|asia	2
väite	2
myöskin	2
tavoittaa	2
tieten	2
voitaa	2
pysyvä	2
äärimmäinen	2
arvostella	2
kaava	2
päätellä	2
entä	2
useimmat	2
vedota	2
sielu	2
suo|rastaan	2
vakuuttaa	2
minkälainen	2
suku|puoli	2
välille	2
vihollinen	2
kertomus	2
tullata	2
selitys	2
luottamus	2
anteeksi	2
oleellinen	2
perusta	2
maa|pallo	2
tarkasti	2
suojella	2
ruumis	2
haastaa	2
synti	2
kristitty	2
rikas	2
toistaa	2
uskonnollinen	2
avain	2
lause	2
myöhä	2
ehdoton	2
oppi	2
paljastua	2
tavoitella	2
hylätä	2
keskuudessa	2
minkäänlainen	2
ydin	2
arki|päivä	2
perustelu	2
ulottua	2
kaikkialla	2
termi	2
ympäröidä	2
vähitellen	2
pappi	2
maine	2
poikkeuksellinen	2
viisas	2
ulkopuolelle	2
avio|liitto	2
tyhmä	2
ulko|näkö	2
sijasta	2
monesti	2
kohtalo	2
ulkoinen	2
monimutkainen	2
ilmi	2
sairas	2
loukata	2
kriittinen	2
kristillinen	2
risti	2
kritiikki	2
alainen	2
päinvastoin	2
mielenkiinto	2
käännös	2
vallita	2
lisä|henkilö	2
filosofia	2
reagoida	2
tasa	2
olemassaolo	2
torjua	2
jälkeinen	2
pää|määrä	2
sovittaa	2
kehottaa	2
lupaus	2
koskettaa	2
luokitella	2
rajata	2
epäonnistua	2
kieltäytyä	2
ensisijaisesti	2
vakavasti	2
perin	2
konkreettinen	2
negatiivinen	2
pohjautua	2
jako	2
tarkkaan	2
varmuus	2
myönteinen	2
jälkimmäinen	2
vahvuus	2
mainostaa	2
milla	2
tuska	2
vapautua	2
inhimillinen	2
onnettomuus	2
ilmeinen	2
asiallinen	2
painottaa	2
vaivata	2
totta	2
selviytyä	2
kokeilu	2
pelätä	2
toden|näköinen	2
arvella	2
sattuma	2
mieli|kuva	2
lakata	2
käyttäytyminen	2
vuosi|sata	2
edeltää	2
jälkeläinen	2
erityisen	2
päteä	2
nimi|merkki	2
fakta	2
suru	2
tietoisuus	2
tasa|paino	2
olemus	2
pettää	2
ihmis|kunta	2
ensinnä	2
tilalle	2
suuntautua	2
